"Normal","Status"
"akuisisi rabobank international harga saham bbca lesat dagang pagi kemarin bbca resmi akuisisi rabobank tuju bbca akuisisi rabobank dukung program arsitektur perban api strategi kembang anak usaha dasar data dagang bursa efek bei harga saham bbca naik level saham sesi volume dagang catat saham nila investor asing catat akumulasi beli bersih net buy nila harga saham bbca beotensi sentuh rekor tinggi level tinggi saham bca catat level saham desember kait akuisisi bbca rabobank sekretaris usaha bbca raymon yonarto komentar persero kaji gabung merger diambilalih entitas anak bbca raymon buka informasi transaksi ikut rencana grup rabobank henti operasional turut ubah strategi global grup akuisisi tanda penandatangan janji jual beli syarat conditional sale purchase agreementatau cspa desember tunduk tuju ojk cspa teken anak usaha bbca bca finance beli cooperative rabobank ua aditirta suryasentosa anatarindo optima antariksabuana citanagara mitra usaha kencana sejati jual dasar janji beli bca finance beli saham rabobank wakil modal tempat setor jual raymon kutip cnbcindonesia nilai transaksi nilai sesuai hitung dapat rugi rabobank tanggal selesai rencana transaksi wardi","positif"
"kabar kejut hampir laku pasar saham tanah air pascaperdagangan kemarin tutup bbca anak usaha bidang biaya kendara bca finance resmi akuisisi saham rabobank international rabobank grup rabobank transaksi ikut rencana grup rabobank henti operasional turut ubah strategi global grup akuisisi tanda penandatangan janji jual beli syarat conditional sale purchase agreement cspa desember tunduk tuju ojk cspa teken anak usaha bca bca finance beli cooperative rabobank ua aditirta suryasentosa anatarindo optima antariksabuana citanagara mitra usaha kencana sejati jual dasar janji beli bca finance beli saham rabobank wakil modal tempat setor jual raymon yonarto sekretaris usaha bca buka informasi bursa efek bei kemarin nilai kira rencana transaksi nilai sesuai hitung dapat rugi rabobank tanggal selesai rencana transaksi akuisisi rabobank tanda akuisisi bca november bca rampung akuisisi royal royal rencana siap bca digital salur kredit sektor umkm nilai transaksi proses akuisisi capai bca gandeng bca finance proses akuisisi rabobank rabobank jadi kendara usaha kembang multifinance buka informasi publikasi halaman resmi bei bca usaha kaji merger rabobank entitas anak bca saham harga saham bca lejit level saham naik harga saham bbca tinggi banding saham saham masuk kategori buku iv modal inti bulan saham bbca naik tipis kapital pasar harga saham bbca tembus level tinggi saham oktober laku pasar respons positif akuisisi bca royal akuisisi rabobank beotensi lambung harga saham bbca dagang jpmorgan keluar prediksi baru bbca mandiri bmri rakyat bbri sempat tenggara risiko kembali beda pasar hars modi bankir senior jpmorgan pandang layak rekomendasi overweight pasar uang gerak ekspektasi analis overweight saham rekomendasi alami naik lebih saham patok bca pasang target konservatif tumbuh kredit timbang kondisi ekonomi global proyeksi lambat utama bca jahja setiaatmadja target kredit tumbuh kisar target rendah proyeksi tumbuh kisar jujur strategi rencana kerja saji ojk relatif konservatif aju kredit tumbuh jahja rapat dengar dapat komisi xi dpr senayan bca suntik modal capital ventura","positif"
"kabar kejut hampir laku pasar saham tanah air pasca dagang selesai gelar bbca umum resmi akuisisi saham rabobank international rabobank grup rabobank transaksi jalan rencana grup rabobank henti operasional ubah strategi global grup rabobank jajak jual akuisisi tanda penandatangan janji jual beli syarat conditional sale purchase agreement cspa desember otoritas jasa uang ojk tuju transaksi lansir buka informasi publikasi halaman resmi bursa efek bei bca unit anak usaha bca finance beli unit saham rabobank modal tempat setor nilai transaksi akuisisi rabobank bca bca finance nila lantas akuisisi rabobank tanda akuisisi bca november bca rampung akuisisi royal royal rencana siap bca digital salur kredit sektor umkm nilai transaksi proses akuisisi capai bca gandeng bca finance proses akuisisi rabobank patut duga rabobank jadi kendara usaha kembang multifinance buka informasi publikasi halaman resmi bei bca usaha kaji merger rabobank entitas anak bca harga saham bca lejit naik harga saham bbca tinggi banding saham saham masuk kategori buku iv laku pasar respons positif akuisisi bca royal akuisisi rabobank beotensi lambung harga saham bbca","positif"
"nan","positif"
"bbca rampung akuisisi royal bca fokus segmen perban digital kendala kategori giat usaha buku pasal royal kategori buku arah perban digital posisi buku juni bca target royal perban digital ubah kategori butuh tambah modal rencana bca tambah modal lihat butuh butuh cepat ekspansi ya modal siap buku digital buku siap buku tambah modal presiden bca jahja setiaatmadja temu naik kelas buku turut butuh modal inti nila september modal inti royal catat nila sunti modal langsung kemarin modal inti inject modal dasar oktober bca resmi akuisisi royal tanda penandatangan belah akta jual beli bca resmi milik persen saham royal sisa persen asai bca finance hadir acara penandatanganan akta jual beli saham royal bca subur tan bca vera eve lim utama royal louis halilintar sjahlim","positif"
"nan","positif"
"nan","positif"
"naik laba bbca kuartal iii nilai kepala riset samuel sekuritas suria dharma tantang sektor kredit konsumer proyeksi kerja positif bbca dorong kuat saham","positif"
"kerja emiten perban positif paruh topang solid minta kredit lanjut baik nim margin bunga bersih emiten perban swasta besar sandi saham bbca fokus kejar tumbuh kredit target rentang pekan bbca persero milik target tumbuh untung bunga net interest margin nim cermat kembang april kisar nim persero jaga stabil lantas prospek saham bbca semester analis mirae asset sekuritas lee young jun nilai bbca untung tumbuh kredit baik nim paruh biaya kredit normalisasi semester banding semester bps bps likuiditas ketat perban bawa minta kredit bbca mangkas giro wajib minimum gmw tambah likuiditas bbca  lee riset publikasi bloomberg kutip mirae asset sekuritas tumbuh kredit capai iring kurang risiko politik pilih ulang presiden joko widodo prospek rebound tumbuh ekonomi domestik periode juli desember lee prospek turun suku bunga sempat naik suku bunga pinjam perban batas alhasil turun suku bunga pinjam koorasi makan suku bunga deposito turun tajam sensitivitas gera suku bunga acu bijak suku bunga bbca rate deposito lee tahan rekomendasi trading buy bbca target harga nilai bbca tonjol banding emiten perban topang tumbuh dapat inti kuat dengan kondisi ketat likuiditas siklus turun suku bunga bbca pilih utama sokong likuiditas stabil baik nim  tulis lee analis morgan securities harsh wardhan modi anurag rajat nilai sektor perban tantang lambat tumbuh ketat likuiditas dapat investor saran buru saham saham perban periode reli morgan securities pilih bbca ketat likuiditas nilai pricing power bca kredit swasta modi rajat ruang bca manfaat mampu franchise nya tumbuh kencang ketimbang soe perban return aset tingkat harus aku bbca murah tempat posisi gabung book value stabil ketimbang rating  tulis modi rajat morgan securities rekomendasi overweight saham bbca target harga lantai bursa saham bbca teantau lemah level bbca tumbuh kapital pasar","positif"
"saham emiten perban tengger papan nilai dagang besar dagang pekan juni dasar data bursa efek bei kutip raih besar buku saham nilai total dagang saham emiten sandi bbca capai volume saham bbca dagang dagang capai lembar saham total frekuensi dagang capai kali transaksi oleh nilai dagang pekan buku ikut saham rakyat persero bbri telekomunikasi persero tlkm periode saham dagang nilai capai lihat tabel indeks harga saham gabung ihsg kuat tipis dagang pekan ihsg kuat persen level dagang banding level tutup dagang pekan volume dagang saham juni catat capai lembar saham nila nilai kapital pasar periode pekan catat tingkat tipis persen tutup pekan sembilan sektor indeks sektoral buku naik pekan pimpin sektor properti kuat persen susul sektor infrastruktur kuat persen sektor lemah tajam pekan persen daftar saham nilai dagang besar periode juni kode saham volume lembar nilai frekuensi bbca bbri tlkm bmri asi bbni fire pool tram smgr","positif"
"saham favorit analis analis ragu rekomendasi beli saham swasta besar tanah air prospek saham emiten kode bbca naik banding tutup level dagang kemarin sekuritas konsensus bloomberg rekomendasi tahan saham bbca sekuritas rekomendasi beli rekomendasi jual target harga konsensus sisa naik harga tutup kemarin budi rustanto analis valbury sekuritas salah sekuritas rekomendasi beli target harga asumsi return equity cost equity target harga cermin tingkat pe ratio pbv proyeksi laba budi rekomendasi beli saham bbca timbang ekspektasi tumbuh pinjam jalan kembang ekonomi tingkat lfr cas sehat akomodasi minta pinjam tiga prinsip pinjam hati hati empat tingkat fee based income casa kembang perban digital mitra usaha fintech risiko bayang bbca bunga pinjam kira beotensi tekan laju pinjam lemah nilai tukar rupiah beotensi tekan daya beli harga komoditas rendah merosot kualitas aset nim budi kerja emiten besar solid tumbuh pinjam capai topang kredit koorasi jalan kembang infrastruktur masif bbca lanjut kembang lini digital tumbuh anorganik suria dharma analis samuel sekuritas pilih rekomendasi tahan bbca target harga target harga cermin proyeksi pbv kami suka performa bbca valuasi premium banding pbv xsd pbv jangka  bbca buku kerja positif kredit bbca tumbuh yoy qoq tumbuh dukung kredit koorasi tumbuh yoy bbca catat naik laba bersih yoy qoq tinggi bbri suria proyeksi laba bersih bbca tingkat","positif"
"gera indeks harga saham gabung ihsg kuat dagang dasar data bloomberg ihsg kuat poin level wib buka naik poin level dagang pagi ihsg gerak level dagang ihsg hasil rebound kuat poin posisi delapan sembilan indeks sektoral ihsg pagi gerak zona hijau support utama sektor finansial konsumer sektor tani turun tipis saham kuat saham lemah saham stagnan saham daftar bursa efek saham bbca hm sampoerna hmsp naik dorong utama kuat ihsg wib vice president research department indosurya sekuritas william surya wijaya proyeksi ihsg gerak zona hijau dagang papar rilis kerja emiten kuartal tiga sinyalir alami baik topang naik ihsg kondisi stabil ekonomi dorong naik ihsg  ihsg beotensi kuat level  riset jalan ihsg gera indeks kuat poin level wib hasil rebound kuat posisi indeks saham kawasan tenggara mayoritas gerak positif pagi indeks ftse malay klci indeks psei filipina naik artikel tayang judul saham bbca dorong ihsg lanjut kuat dagang klik lengkap https market read saham bbca dorong ihsg lanjut kuat dagang author renat sofie andriani editor sutarno aplikasi baru akses cepat nyaman android http bit ly appsbisniscomps ios http bit ly appsbisniscomios","positif"
"kuat harga saham gerak utama indeks harga saham gabung ihsg nanti putus suku bunga fed sama saham emiten ticker bbca kuat poin level tutup dagang sesi industri uang leading sector kuat poin jadi saham bbca depan dorong ihsg kembang stabilitas nilai tukar rupiah data naik suku bunga inflasi perhati utama investor bayang kerja pasar naik suku bunga acu probabilitas naik suku bunga fed kuat fomc meeting september kembang tegang perang dagang china reda naik tren harga komoditas redam volatilitas pasar saham bbca milik valuasi harga premium price book value kali historis price book value kali saham bbca bilang mahal alami overvalued banding indeks sektor uang price book value kali teknikal analisis pola hammer candlestick saham bbca sinyal bullish reversal dagang indikator stochastic oscillator alami cross relative strength index netral gera saham bbca breakout coba kuat uji resistance dekat gera saham bbca rentang dagang anida ul masruroh analis resources center","positif"
"kuat saham dorong indeks harga saham gabung ihsg tahan reboundnya sesi dagang ihsg naik poin level sesi rebound buka zona hijau naik poin level dagang ihsg lemah poin level dagang ihsg gerak level dasar data bloomberg saham kuat saham lemah saham stagnan saham daftar bursa efek saham bbca naik dorong utama kuat ihsg sesi saham dasar nilai kapital pasar lihat tabel enam sembilan indeks sektoral ihsg tetap zona hijau support utama sektor infrastruktur sektor dagang turun pimpin koreksi sektor saham dssa adro itmg inco dorong utama kuat sektor indeks sektoral ihsg siang rincian saham ihsg saham dorong utama dasar kapital pasar kode ubah bbca tlkm dssa adro asi saham kuat dasar persentase kode ubah tcpi dssa indr nusa csis","positif"
"gera indeks kuat sesi dagang indeks kuat poin level pagi indeks buka kuat poin posisi dagang pekan indeks kuat poin level saham gerak kuat saham lemah saham stagnan saham anggota indeks saham bbca kuat dorong utama kuat indeks sesi ikut saham negara bbni kuat indeks indeks saham usaha catat pilih dasar kriteria fundamental teknikal likuiditas transaksi akuntabilitas tata kelola usaha jalan indeks harga saham gabung ihsg kuat poin level sesi pagi ihsg buka naik tipis poin level naik poin level dagang ihsg gerak kisar saham kuat saham lemah saham stagnan saham daftar bursa efek tujuh sembilan indeks sektoral ihsg gerak positif support utama sektor industri konsumer sektor cenderung stagnan sektor infrastruktur lemah harga saham sesi kode nama usaha harga aali astra agro lestari adro adaro energy akra akr coorindo asi astra international bbca bbni negara bbri rakyat bdmn danamon bmri mandiri bmtr global mediacom bsde bumi ong damai cpin charoen pokphand ggrm gudang garam icbp indofood cbp sukses makmur inco vale indf indofood sukses makmur intp indocement tunggal prakarsa itmg indo tambangraya megah klbf kalbe farma lpkr lippo karawaci mncn media nusantara citra pgas usaha gas negara ptba batubara bukit asam scma surya citra media smgr semen tlkm telekomunikasi untr united tractors sumber bloomberg","positif"
"indeks teantau tahan rebound zona hijau sesi dagang indeks indeks saham usaha catat pilih dasar kriteria fundamental teknikal likuiditas transaksi akuntabilitas tata kelola usaha indeks naik poin posisi jeda siang gera kisar pagi indeks buka kuat poin posisi lemah poin level saham gerak kuat saham lemah saham stagnan saham anggota indeks saham bbca kuat dorong utama gera indeks sesi ikut saham gudang garam ggrm kuat jalan indeks harga saham gabung ihsg naik poin level sesi buka kuat poin level dagang ihsg teantau gerak kisar harga saham sesi kode nama usaha harga aali astra agro lestari adro adaro energy akra akr coorindo asi astra international bbca bbni negara bbri rakyat bdmn danamon bmri mandiri bmtr global mediacom bsde bumi ong damai cpin charoen pokphand ggrm gudang garam icbp indofood cbp sukses makmur inco vale indf indofood sukses makmur intp indocement tunggal prakarsa itmg indo tambangraya megah klbf kalbe farma lpkr lippo karawaci mncn media nusantara citra pgas usaha gas negara ptba batubara bukit asam scma surya citra media smgr semen tlkm telekomunikasi untr united tractors sumber bloomberg","positif"
"jual kendara roda februari turun analis maybank kim eng sekuritas isnaputra iskandar riset maret volume jual mobil wholesales pabrik diler februari turun month month mom unit isnaputra beli tunda transaksi untung ringan pajak laku maret november turun volume jual mobil wholesales jalan turun volume ritel jual pabrikan diler mom unit volume jual wholesales astra international asi turun mom unit volume jual daihatsu tumbuh mom jual isuzu peugeot naik mom turun wholesales asi imbang turun mom volume toyota pangsa pasar astra international tingkat februari januari pangsa pasar astra asumsi isnaputra volume jual asi kuat maret mei perintah subsidi pajak jual barang mewah ppnbm rekomendasi buy saham asi target harga saham maybank kim eng sekuritas volume jual asi capai unit naik yoy total jual mobil naik yoy capai unit produk benci china jual iphone lonjak","positif"
"astra international asi komitmen produksi mobil listrik konsentrasi mobil hybrid astra ikut regulasi laku perintah dukung kembang mobil listrik astra bicara koordinasi intensif principal toyota jepang toyota punya model mobil elektrifikasi presiden presdir astra international asi djony bunarto tjondro media visit beritasatu media holdings virtual astra komitmen produksi mobil listrik pabrikan otomotif jepang toyota mobil listrik niscaya otomotif terjang pandemi covid kontribusi besar astra kontribusi otomotif kait astra otomotif ya otomotif kait jasa uang puncak kontribusi otomotif diversifikasi astra papar kontribusi otomotif motor sumbang pasar motor pasar motor unit jual motor turun banding unit kontributor besar ut group tangan equipment mining construction energi imbuh dukung pasar otomotif principal toyota komitmen investasi toyota catat komitmen investasi toyota komitmen investasi grup toyota hulu hilir dalam kembang bev tutup bev produksi hitung skala ekonomi toyota hitung masyarakat terima bev penuh infrastruktur sedia sisi tinggal kait kembang mobil listrik roadmap mobil listrik detail tunggu telur ayam timing nya tahap luncur toyota komitmen sukses agenda perintah populer guna bev bev pasti djony djony situasi pandemi covid hilang pandang arah investasi belanja modal ambil contoh november beli jalan tol beli sisa saham partner asuransi jiwa aviva nilai jalan tol ekspansi unit bikin pilar segan segan kucur investasi","positif"
"pandemi covid tekan kerja astra international asi dapat asi capai susut periode laba diatribusikan milik entitas induk catat realisasi turun laba bersih capai analis binaartha sekuritas muhammad naf aji gusta utama nilai prospek emiten bilang depan periode puasa idul fitri dukung optimisme naik minta kendara sentimen positif dp mobil tren turun suku bunga peluang asi baik kerja naf sentimen optimisme tumbuh ekonomi dukung program vaksinasi covid massal sambung dukung prospek positif sektor otomotif usaha astra ter diversifikasi baik prospek batubara kelapa sawit otomotif harap tingkat kerja proyeksi kerja dukung pulih ekspor otomotif harga komoditas cpo emas batu bara cenderung bullish trend naf nilai valuasi harga saham asi anggota indeks kategori murah pbv angka kali pe angka kali teknikal gera saham asi batas pola channel jangka mesti tren saham asi beotensi kuat indikator rsi area jenuh jual naf tarik cermat harga saham kategori murah saran akumulasi saham asi estimasi target jangka level estimasi suport saham asi tutup dagang saham asi koreksi harga saham waspada emiten ekuitas negatif","positif"
"pulih tingkat kerja akibat dampak pandemi covid astra international asi tingkat belanja modal capex persen head investor relations asi tira ardianti realisasi capex grup astra capai capex naik persen kisar kutip asi hemat biaya operasional belanja modal pandemi jaga tahan uang anggar capex asi pangkas paruh tira september persero serap belanja modal belanja modal rutin tunda perlu prioritas urung keluar belanja modal langsung kucur akuisisi saham aviva astra life akuisis jalan tol asi terap belanja modal bagi relatif total belanja belanja besar asal grup alat berat tambang konstruksi energi persen persen total belanja modal belanja modal sisa serap divisi otomotif infrastruktur logistik lini langkah strategi terap asi hasil kerja baik disiplin uang inovasi kreatif tawar produk jasa langgan asi komitmen baik jalan operasional pandemi pandemi kerja pulih kutip dasar lapor uang desember asi catat dapat bersih anjlok persen rendah dapat pandemi beban jual tingkat beban administrasi alami turun tipis sisi asi untung divestasi saham permata faktor tambah dapat hasil ventura entitas asosiasi turun laba bersih diatribusikan milik entitas induk alami turun persen asi raup laba bersih laba bersih wardi","positif"
"neraca komitmen astra internasional asi kuat industri uang asuransi bukti aksi koorasi persero daya multi investama akuisisi saham astra aviva life astra life aviva international holdings limited siar pers kemarin astra international umum akuisisi saham astra life aviva laksana transaksi astra life milik persero langsung langsung astra international suparno djasmin ucap terima kasih mitra jalin aviva tambah porsi milik cermin optimisme persero industri asuransi  akuisisi wujud percaya industri asuransi jiwa milik prospek janji  astra aviva kuasa saham astra life komposisi akuisisi asi kempit aviva holdings international ltd aviva koperasi astra international kai astra life usaha asuransi jiwa tawar produk perlingungan jiwa sehat kecelekaan asuransi jiwa kait investasi asuransi jiwa syariah nasabah koroasi program sehat karyawan dana pensiun akuisisi rencana maret astra aviva menandatangani conditional share purchase agreement hubung rencana beli saham aviva astra life catat lapor uang astra triwulan iii dasar lapor uang astra life sumbang dapat bersih astra nila sembilan astra life tambah nasabah asuransi jiwa orang nasabah asuransi program sejahtera karyawan periode kerja astra sektor jasa uang triwulan iii alami turun laba bersih laba bersih sektor turun banding sebab tingkat provisi tutup tingkat rugi kredit masalah biaya konsumen alat berat informasi kuartal astra life buku premi nila turun yoy banding kuartal nila kuartal klaim nila naik yoy kuartal nila total aset persero juni catat turun yoy posisi juni nila kuartal astra life buku laba balik banding kuartal rugi","positif"
"pangsa pasar market shaer otomotif astra international asi tanda baik market share astra catat posisi pandemi covid acu data gaikindo market share jual mobil astra oktober capai jual kendara unit market share astra catat anjlok mei perlahan mulia pulih terakhri astra kuasa pangsa pasar februari maret lesat merosot jual bulan angka jual oktober naik posisi september unit banding jual oktober drop jual periode unit teerinci kontribusi jual mobil astra besar toyoya unit susul daihatsu unit isuzu ud trucks unit jual peugeot stagnan unit jual kendara lggc grup astra turun unit september unit oktober jual grup astra konsolidasi capai unit jual mobil non astra capai unit rendah capai periode jual mobil astra nasional konsisten alami naik harap tingkat lanjut kuartal iv katalis positif sektor bantu pulih ekonomi nasional cepat head coorate communications astra boy kelana soebroto periode oktober market share grup astra hasil naik tipis september segmen lcgc turun","positif"
"segar pegang saham grup astra fluktuasi bursa cum dividen interim anggota grup konglomerasi pekan cum dividen interim astra international asi jatuh oktober united tractors untr tanggal astra agro lestari aali oktober tanggal tanggal cum date pasar reguler negosiasi tingkat kembali atawa yield dividen grup astra ubah acu tanggal kemarin yield turun tahun nilai saham acu harga tutup yield dividen asi turun banding periode saham untr bagi dividen saham yield dividen saham yield dividen interim laba asi semester kemarin sejati naik tahun keluar faktor divestasi permata bnli turun tahun wajar nilai yield dividen interim asi turun analis jasa utama capital chris apriliyoni head research panin sekuritas nico laurens laba bersih asi bantu divestasi kerja organik dapat turun tahun laba operasi turun nico ihsg stagnan likuiditas limpah","positif"
"jual mobil nasional baik periode juni agustus volume jual mobil domestik tanjak rujuk data gabung industri kendara motor gaikindo juni jual mobil nasional catat unit naik bulan mei unit juli jual naik unit periode agustus hasil naik angka unit jual mobil anyar astra international asi rujuk data gaikindo jual mobil grup astra agustus capai unit realisasi naik realisasi jual juli unit realiasasi jual juli naik jual juni unit analis danareksa sekuritas stefanus darmagiri merinci volume jual mobil domestik grosir wholesale pulih tingkat bulan unit agustus hai iring produsen mobil cepat kirim mobil dealer pasca longgar batas sosial skala psbb jual mobil ecer tingkat tipis bulan unit agustus stefanus nilai volume jual grosir tumbuh kuat banding jual ritel cermin tanda pulih tip sedia tingkat dealer asi stefanus catat mobil merek daihatsu lapor volume jual bulan kuat naik kali lipat sektor sektor laju bursa efek","positif"
"jual mobil astra international asi pulih terkahir dasar data gaikindo gabung industri kendara motor naik jual mobil astra pulih juni agsutus  jual mobil astra nasional juni agustus perlahan alami naik harap pulih lanjut kontribusi jual mobil nasional  head coorate communications astra boy kelana soebroto siar media subtotal jual mobil astra juni unit juli unit agustus unit jual astra lgcc low cost green car juni unit juli unit agustus unit jual tinggi mobil astra dominasi merek toyota juni buku unit juli unit agustus unit jual daihatsu juni unit juli unit agustus unit jual isuzu juni unit juli unit agustus unit jual mobil non astra juni unit juli unit agustus unit jual merek mobil suzuki juni unit juli unit agustus unit merek mitsubisi jual mobil juni unit juli unit agustus unit dibandindingkan periode market share astra agustus persen turun banding periode persen","positif"
"astra international asi lini jasa biaya restrukturisasi akun nasabah nilai suparno djasmin asi mohon restrukturisasi dominasi biaya sepeda motor pandemi covid hantam lini kecuali mampu ekonomi masyarakat kurang dapat cicil kredit motor ganggu kondisi asi berinsiatif tawar relaksasi restrukturisasi bayar cicil suparno bilang skema restrukturisasi agam gantung nasabah partial payment peanjangan tenor gelombang aju restrukturisasi besar periode april mei kemarin juli angsur pulih juli relatif kira tambah aju restrukturisasi terang suparno alih alih tingkat biaya motor mobil semester tingkat data jual kendara motor lesat kondisi segmen jasa uang asi cari dana biaya kredit kendara motor","positif"
"indeks harga saham gabung ihsg tutup kuat poin dagang saham naik saham turun saham stagnan delapan sektor saham kuat topang naik ihsg sektor saham masuk zona merah sektor sektor saham kuat besar sektor tambang naik sektor industri dasar naik sektor uang naik sektor masuk zona merah sektor industri turun sektor kebun turun total volume dagang saham bursa capai saham total nilai top gainers lq pp persero ptpp mandiri persero bmri wijaya karya persero wika top losers lq astra international asi matahari department store lppf erajaya swasembada eraa investor asing catat jual bersih pasar saham saham jual bersih besar asing astra international asi negara bbni telekomunikasi tlkm saham saham beli bersih besar asing bbca mandiri persero bmri permata bnli takar dividen","positif"
"usaha konglomerasi astra international asi bagi dividen final buku pegang saham harap cuan manfaat momentum bagi dividen asi pasal tanggal cum dividen pasar reguler pasar negosiasi juni tanggal ex dividen pasar reguler pasar negosiasi jatuh juni sejati pegang saham asi oleh dividen saham dividen interim saham bayar oktober kucur dividen saham asi bagi dividen total capai dividen interim bagi nila dividen final asi kucur nila saham hitung dividen total capai angka tara total laba bersih asi capai mei acu data rti komposisi milik saham asi liput jardine cycle carriage limited kuasa saham investor publik milik saham jardine cycle beotensi raup dividen final asi ikut jadwal lengkap bagi dividen final asi dividen saham nila tanggal cum dividen pasar reguler pasar negosiasi juni tanggal ex dividen pasar reguler pasar negosiasi juni tanggal cum dividen pasar tunai juni tanggal ex dividen pasar tunai juni tanggal catat recording date juni tanggal bayar dividen tunai juli pilih saham sektor recovery hot","positif"
"buka giat ekonomi percaya sendiri bisnis otomotif astra international asi jual wholesales alias jual mobil pabrik dealer turun drastis year year yoy unit mei analis jp morgan benny kurniawan henry wibowo riset juni produksi henti covid libur lebaran analis jp morgan sebut riset data jual astra sesuai proyeksi jual wholesales turun signifikan terang jual wholesales turun mei daihatsu kirim dealer toyota kirim unit unit bulan jp morgan astra terima tingkat minta juni dealer isi inventaris fasilitas manufaktur ekonomi buka jual ritel kirim dealer konsumen turun yoy unit percaya jual mei titik nadir jual mobil jual wholesales ritel analis jp morgan riset juni pasal buka giat ekonomi lambat terap batas sosial skala psbb periksa chanel mesan mobil juni relatif baik banding april mei terang henry benny riset pangsa pasar astra depan milik jual ritel pangsa pasar wholesales produk benci china jual iphone lonjak","positif"
"kabar gembira pegang saham asi astra international pegang saham asi bagi dividen buku saham dalam dividen interim saham bayar tanggal oktober silam bagi saham asi hasil sepakat rapat pegang saham tahun rupst rupst asi pakat jadwal bagi dividen saham asi juli bagi dividen saham asi bagi dividen total capai total dividen interim bagi capai sisa bagi dividen asi saham bagi dividen saham asi pegang saham asi nama catat daftar pegang saham persero tanggal juni wib bagi dividen saham asi beli saham asi dagang saham asi catat lemah harga saham bagi saham dividen asi total capai astra international total laba bersih baca warga yogyakarta buat sim gratis syarat saham royal dividen","positif"
"rapat pegang saham tahun rupst astra international asi tuju angkat djony bunarto tjondro utama djony ganti prijono soegiarto prijono angkat utama persero rupst asi salah aksi koorasi tunggu laku pasar emiten bluechip catat milik nilai kapital pasar astra milik tujuh segmen usaha otomotif jasa uang alat berat tambang konstruksi energi agribisnis infrastruktur logistik teknologi informasi properti maret astra milik anak usaha dukung karyawan ganti dirut prospek astra depan head investment research infovesta utama wawan hendrayana terang situasi butuh pimpin inovasi manfaat teknologi persero tahan wawan pandang astra cepat pulih pandemi covid alas kondisi industri otomotif beroduksi jual cepat pulih astra dukung agam lini kerja positif persero anugerah mega investama hans kwee tekan inovasi raih kerja lebib konteks beendapat ubah susun anggota direksi astra rupst pro ubah asi nilai usaha solid prospek saham emiten sektor industri nilai janji usaha go public cenderung milik tahan tahan kondisi krisis ekonomi nilai prospek saham astra janji ikut ubah model efisiensi usaha ubah strategi dongkrak kerja imbuh hans lini uang janji komoditas prediksi tingkat  cpo janji biofuel  suku cadang mobil janji orang beli mobil servis kendara jalan","positif"
"harga saham astra international asi apresiasi persero mengumkan ganti utama bagi dividen harga saham astra tutup kuat level unit tutup sesi saham astra sentuh level unit pagi astra laksana rapat pegang saham tahun rupst salah agenda laksana bagi dividen laba bersih buku dividen saham unit saham pegang investor nilai dividen bagi astra pegang saham capai total laba bersih nilai dividen saham bagi dividen tunai dalam dividen interim saham bayar tanggal oktober acu harga tutup sesi dividen yield investor usaha tetap ganti direksi usaha rapat resmi djony bunarto tjondro utama djoni ganti prijono sugiarto angkat djony bunarto tjondro presiden prijono sugiarto presiden djony konferensi pers pagi jajar direksi usaha direksikomisarispresiden prijono sugiartokomisaris independen sri indrastuti hadiputrantokomisaris independen rahmat waluyantokomisaris independen apinont suchewaboripontkomisaris anthony john liddell nightingale benjamin william keswickkomisaris mark spencer greenbergkomisaris john raymond wittkomisaris stephen patrick gorekomisaris benjamin birks","positif"
"valbury sekuritas tahan rekomendasi beli saham astra international asi target harga saham dasar discounted cash flow dcf lapor analis valbury sekuritas budi rustanto devi harjoto saham astra international posisi undemanding saham emiten kode saham asi dagang kali kira price book value pbv kali price earning ratio kerja persero milik prospek tarik berkat dorong faktor utama longgar bijak moneter luncur model stabil harga komoditas diversifikasi infrastruktur digital kuat neraca uang dukung butuh investasi analis ancam pengaruh kerja persero ketat saing industri otomotif tekan margin dapat suku bunga depresiasi rupiah tiga harga komoditas rendah ekspektasi empat risiko lambat ekonomi global persero buku laba bersih nila capai persen persen kira valbury persero estimasi cetak laba kontribusi dapat laba usaha kerja rendah kali tingkat dividen yield persen tutup dagang saham asi parkir level saham merosot persen jalan saham asi koreksi persen","positif"
"astra international asi buku naik laba bersih oleh nila raih laba topang total dapat capai dasar buka informasi asi rilis bursa efek bei dapat bersih rendah oleh capai beban pokok dapat pokok dapat asi alami turun laba bruto persero catat turun posisi desember laba saham asi nila saham total aset asi desember catat tingkat desember aset lancar asi si nila aset lancar liabilitas asi desember turun desember total ekuitas asi capai banding posisi desember nila budi","positif"
"saham astra international asi saran buy buy rating target harga kutip hasil riset analis stevanus juanda uob kay hiansekuritas","positif"
