"No","Title","News","outcome"
"319","PT Astra International Tbk (ASII) mencatatkan laba bersih perseroan yang drop 26% menjadi Rp 16,16 triliun pada 2020","Download PDF

PT Astra International Tbk (ASII
) mencatatkan laba bersih perseroan yang drop 26% menjadi Rp 16,16 triliun pada 2020, dibandingkan 2019 yang tercatat sebesar Rp 21,71 triliun. Sehingga, laba per saham dasar turun menjadi Rp399, sedangkan akhir tahun 2019, yang tercatat sebesar Rp536.
Penurunan laba bersih Astra disebabkan karena penurunan pendapatan bersih sebesar 26% menjadi Rp 175,05 triliun dari Rp 237,17 triliun pada periode waktu yang sama.
Manajemen mengatakan, pendapatan dan laba bersih grup Astra (Grup) pada tahun 2020 menurun akibat dampak dari pandemi Covid-19 dan upaya penanggulangannya. Grup terus beroperasi di tengah kondisi yang menantang, dan masih terdapat ketidakpastian mengenai kapan pandemi akan berakhir.
Dengan demikian, laba bersih per saham menurun 53% (belum termasuk keuntungan dari penjualan saham Bank Permata) menjadi Rp 255 dari Rp 536.
Penurunan kinerja Astra, disebabkan karena penjualan mobil turun 50% dengan pangsa pasar juga sedikit mengalai penurunan. Sementara penjualan sepeda motor turun 41%, tapi pangsa pasar yang meningkat
Selain itu, di industri jasa keuangan anak usaha Astra harus melakukan peningkatan provisi kerugian kredit, dan di anak usaha pertambangan, penurunan harga batu bara mempengaruhi penjualan alat berat dan volume kontraktor penambangan juga mempengaruhi pendapatan perseroan.
Di sektor agribisnis, anak usaha perseroan diuntungkan oleh harga minyak kelapa sawit yang lebih tinggi, di mana posisi neraca keuangan dan pendanaan yang kuat.","negatif"
"320","Duh! Otomotif Berdarah-darah, Laba Astra Anjlok 26% di 2020","Induk usaha konglomerasi Grup Astra, PT Astra International Tbk (ASII) melaporkan kinerja keuangan yang kurang menggembirakan pada 2020. Laba bersih perseroan drop 26% menjadi Rp 16,16 triliun pada 2020, dibandingkan 2019 yang tercatat sebesar Rp 21,71 triliun.Penurunan laba bersih Astra disebabkan karena penurunan pendapatan bersih sebesar 26% menjadi Rp 175,05 triliun dari Rp 237,17 triliun pada periode waktu yang sama.""Pendapatan dan laba bersih grup Astra (Grup) pada tahun 2020 menurun akibat dampak dari pandemi Covid-19 dan upaya penanggulangannya. Grup terus beroperasi di tengah kondisi yang menantang, dan masih terdapat ketidakpastian mengenai kapan pandemi akan berakhir,"" kata Presiden Direktur Astra Djony Bunarto Tjondro, melalui siaran pers yang disampaikan perseroan, Kamis sore (25/2/2021).Djony menambahkan kondisi ini akan berlangsung selama beberapa waktu dan masih terlalu dini untuk memprediksi dampak pandemi terhadap kinerja Grup pada tahun 2021.""Pada masa yang penuh dengan tantangan dan ketidakpastian ini, saya ingin berterima kasih kepada segenap karyawan kami atas kerja keras, dedikasi, dan profesionalisme mereka.""Dengan demikian, laba bersih per saham menurun 53% (belum termasuk keuntungan dari penjualan saham Bank Permata) menjadi Rp 255 dari Rp 536.Penurunan kinerja Astra, disebabkan karena penjualan mobil turun 50% dengan pangsa pasar juga sedikit mengalai penurunan. Sementara penjualan sepeda motor turun 41%, tapi pangsa pasar yang meningkatSelain itu, di industri jasa keuangan anak usaha Astra harus melakukan peningkatan provisi kerugian kredit, dan di anak usaha pertambangan, penurunan harga batu bara mempengaruhi penjualan alat berat dan volume kontraktor penambangan juga mempengaruhi pendapatan perseroan. Di sektor agribisnis, anak usaha perseroan diuntungkan oleh harga minyak kelapa sawit yang lebih tinggi, di mana posisi neraca keuangan dan pendanaan yang kuat.","negatif"
"321","Reli IHSG Berakhir! Ambles Nyaris 0,5% & ASII Dilego Asing","Indeks Harga Saham Gabungan (IHSG) terpaksa ditutup di zona merah pada perdagangan Selasa (9/2/21), di tengah optimisme stimulus Amerika Serikat (AS) dan sentimen pembentukan induk (holding) pembiayaan mikro.Indeks acuan bursa nasional tersebut ditutup melemah 0,44% di level 6.181,67 yang dipicu dari aksi profit taking oleh sebagian investor.Namun, nilai transaksi hari ini sudah mulai membaik, walaupun masih lebih rendah dibandingkan dengan rata-rata perdagangan harian Januari yang berada di kisaran Rp 23 triliun. Adapun nilai transaksi hari ini mencapai Rp 19 triliun.Investor asing pun melakukan aksi jual bersih (net sell) sebesar Rp 533 miliar di pasar reguler. Namun di pasar tunai dan negosiasi, asing malah melakukan aksi beli bersih (net buy) sebanyak Rp 105 miliar. Terpantau 158 saham menguat, 315 saham terkoreksi, sedangkan sisanya yakni 167 stagnan.Investor asing melakukan jual bersih (net sell) di saham PT Astra International Tbk (ASII) sebesar Rp 326 miliar dan di saham PT Indofood CBP Tbk (ICBP) sebesar Rp 254 miliar.Sedangkan pembelian bersih oleh investor asing (net buy) dilakukan di saham PT Bank Rakyat Indonesia Tbk (BBRI) sebesar Rp 699 miliar dan di saham PT Bank Central Asia Tbk (BBCA) sebesar Rp 123 miliar.Saham BBRI menguat setelah muncul rencana penggabungan Bank BRI, PT Pegadaian (Persero) dan PT Permodalan Nasional Madani (Persero) atau PNM, untuk membentuk holding ekosistem ultra mikro.Pembentukan holding ini akan diawali dengan penerbitan saham baru dengan hak memesan efek terlebih dahulu (HMETD) atau rights issue Bank BRI.""Holding dilakukan melalui persetujuan rights issue dari BRI di mana negara akan ambil bagian seluruhnya dengan cara alihkan seluruh sahan Seri B dari PNM dan Pegadaian ke BRI,"" kata Menteri Keuangan Sri Mulyani Indrawati dalam rapat kerja dengan Komisi XI DPR secara virtual.Dari AS, harapan akan adanya kesepakatan rencana stimulus di AS terus meningkat setelah Senat dan DPR AS meloloskan resolusi anggaran pada Jumat, yang memulai
 proses rekonsiliasi yang bakal memuluskan Presiden Joe Biden mengeluarkan stimulus senilai US$ 1,9 triliun.","negatif"
"322","Pendapatan Astra International (ASII) turun 26,37%, simak rekomendasi analis berikut","KONTAN.CO.ID - JAKARTA. PT Astra International Tbk mencatatkan kinerja yang kurang memuaskan sepanjang sembilan bulan pertama tahun 2020. Emiten dengan kode ASII itu mencatatkan penurunan baik dari sisi top line maupun bottom line-nya.  Mengutip laporan keuangan kuartal III yang belum diaudit, ASII mengantongi pendapatan bersih hingga Rp 130,35 triliun. Jumlah ini menurun 26,37% year on year (YoY) jika dibanding periode yang sama tahun sebelumnya yang mencapai Rp 177,04 triliun.  Sementara itu, laba yang dapat diatribusikan kepada pemilik entitas induk terkikis menjadi Rp 14,04 triliun dari sebelumnya Rp 15,87 triliun. Adapun jumlah laba ini sudah termasuk keuntungan dari penjualan saham Bank Permata.  Jika keuntungan penjualan saham Bank Permata dikecualikan, maka laba bersih ASII tertekan 49% YoY. Dengan kata lain, laba bersih ASII menjadi Rp 8,16 triliun saja.  Mengamati kondisi ini, Analis Senior CSA Research Institute Reza Priyambada menjelaskan, kinerja ASII tertekan karena penopangnya yang berasal dari segmen otomotif dan alat berat tertekan. ""Ketika dua sumber utama tersebut mengalami gangguan maka kondisi tersebut dapat berimbas pada kinerja secara keseluruhan meskipun dari unit bisnis lainnya juga memberikan kontribusi,"" jelas Reza kepada Kontan.co.id, Senin (26/10). Asal tahu saja, mengutip dari keterangan resmi ASII yang dirilis hari ini Senin (26/10), bisnis otomotif dan bisnis alat berat memang tertekan.  Penjualan mobil Astra sepanjang Januari hingga September 2020 menurun 51% menjadi 192.400. Sementara itu, penjualan Astra atas sepeda motor Honda menurun 38%  sepanjang sembilan bulan pertama 2020, menjadi 2,3 juta unit. Di sisi lain, bisnis komponen otomotif mengalami tekanan sehingga menyumbangkan rugi bersih Rp 243 miliar. Padahal pada kuartal yang sama tahun sebelumnya tercatat laba Rp 512 miliar.   Sementara itu, bisnis alat berat juga lesu sepanjang sembilan bulan pertama tahun 2020. Ini tercermin dari kinerja PT United Tractors Tbk (UNTR) itu  mengalami penurunan laba bersih hingga 38% menjadi Rp 5,3 triliun.  IHSG masih stagnan, walau likuiditas berlimpah","negatif"
"323","Astra International (ASII) memproyeksikan penjualan mobil akan turun 40%-45% di 2020","KONTAN.CO.ID - JAKARTA. Penjualan mobil PT Astra International Tbk (ASII) mulai menunjukkan perbaikan. Mengutip data Gabungan Industri Kendaraan Bermotor Indonesia (Gaikindo), penjualan mobil ASII selalu meningkat sejak Juni 2020. Bahkan di periode Agustus 2020, penjualan mobil ASII tumbuh 65,41% dibanding bulan sebelumnya. Sebagai pembanding, pada Juli 2020 penjualan mobil ASII sebanyak 10.140 unit. Head of Investor Relation Astra International Tira Ardianti mengatakan, sejak pembatasan sosial berskala besar (PSBB) dilonggarkan dan beralih ke periode PSBB transisi, pasar mobil sudah mulai menunjukkan sinyal perbaikan. Salah satu indikatornya adalah naiknya volume bulanan penjualan Gaikindo. Mengutip data Gaikindo, penjualan mobil secara nasional mengalami pertumbuhan dalam tiga bulan. Pada Juni 2020, penjualan mobil nasional tercatat 12.623 unit, naik 255,47% secara bulanan (per Mei sebanyak 3.551 unit). Pada Juli 2020, penjualan kembali naik menjadi 25.283 unit, dan di periode Agustus 2020 berhasil naik menjadi 37.277 unit. Terkait pemberlakukan kembali PSBB di wilayah DKI Jakarta, Tira mengatakan pihaknya akan melakukan evaluasi lebih lanjut terkait dampak kebijakan ini. Toh, pengetatan PSBB ini  juga baru beberapa hari berjalan.  “Terkait dampaknya seperti apa, mungkin baru beberapa waktu ke depan bisa kami evaluasi lebih lanjut,” ujar Tira kepada Kontan.co.id, Kamis (17/9). Meski demikian, Tira menegaskan ASII belum memiliki perubahan proyeksi target penjualan. ASII masih mengikuti proyeksi Gaikindo yang memprediksikan total penjualan mobil nasional sekitar 600.000 unit tahun ini, atau turun 40%. Dus, tingkat pertumbuhan penjualan mobil Grup Astra juga masih diproyeksikan sejalan dengan perkiraan Gaikindo saat ini, yaitu akan ada penurunan sekitar 40%-45% hingga akhir tahun.  Sebagai perbandingan, mengutip data Gaikindo, penjualan mobil konsolidasian Grup Astra mencapai 536.402 unit, sementara penjualan mobil nasional secara keseluruhan mencapai 1.03 juta unit pada tahun lalu.    Sementara itu, pandemi Covid-19 turut memukul penjualan mobil ASII. Per Agustus 2020, penjualan mobil ASII sebesar 166.418 unit.  Jumlah ini terkoreksi 51,7% dibandingkan realisasi penjualan Grup Astra pada delapan bulan pertama tahun 2019, yang kala itu mencapai 344.581 unit. IHSG akan disetir fundamental atau berita?","negatif"
"324","PSBB Jakarta diperketat, penjualan ASII terancam kembali susut","KONTAN.CO.ID - JAKARTA. Kembali berlakunya pembatasan sosial berskala besar (PSBB) di Jakarta akan berimbas terhadap kinerja PT Astra International Tbk (ASII). Boy Kelana Soebroto, Head of Corporate Communication ASII mengatakan, penerapan PSBB tentu akan berdampak seperti penerapan PSBB yang telah diterapkan sebelumnya, yang dimulai pada April 2020 silam. Sebagai gambaran, PSBB dan pembatasan pergerakan sebelumnya telah berdampak negatif terhadap penjualan otomotif ASII pada bulan April dan Mei 2020. ""Ini akibat kami terpaksa menutup diler-diler kami serta menghentikan proses produksi kendaraan di pabrik-pabrik kami,"" katanya, Jumat (11/9). Padahal, PT Astra International Tbk membukukan peningkatan produksi pada Juli 2020. Berdasar catatan Kontan, Penjualan kendaraan roda empat di segmen wholesale (penjualan dari pabrik ke diler) meningkat 115% secara bulan per bulan (mom) menjadi 25.000 pada Juli 2020. Sedangkan, penjualan segmen ritel (penjualan dari diler ke konsumen) naik 27% secara bulanan menjadi 36.000 unit. Guna mempertahankan kinerja, sambungnya, ASII tetap akan berfokus pada pengendalian biaya dan melindungi arus kas. Selain itu, perusahaan ini juga akan meninjau kembali proyek atau investasi yang sedang berjalan untuk menunda proyek-proyek yang tidak kritikal. ""Kami selalu memprioritaskan kesehatan seluruh karyawan dan seluruh pemangku kepentingan terkait dengan pandemi Covid-19, kami melakukan koordinasi secara intensif dengan Pemerintah pusat dan daerah,"" tutupnya.","negatif"
"325","Akibat Pandemi, Astra International Pangkas Separuh Belanja Modal menjadi Rp 10 Triliun","JAKARTA, KOMPAS.com - PT Astra International Tbk (ASII) memangkas alokasi belanja modal (capital expenditure/capex) tahun ini ,seiring dengan turunnya kinerja perusahaan akibat dampak dari pandemi Covid-19.Head of Corporate Investor Relations Astra International, Tira Ardianti mengungkapkan, perseroan memotong separuh atau 50 persen anggaran capex tahun ini. Ia bilang, biasanya Astra mengalokasikan Rp 20 triliun-Rp 21 triliun tiap tahunnya.""Jadi tahun ini (capex) kami potong separuhnya mungkin sekitar Rp 10 triliun,"" ujar Tira dalam konferensi pers virtual, Selasa (25/8/2020).Tira mengatakan, dari total belanja modal yang dialokasikan tahun ini, perseroan sudah menyerap sebesar 38 persen. Itu artinya sudah sekitar Rp 3,8 triliun belanja modal yang digunakan.Ia menjelaskan, pemotongan belanja modal menjadi langkah yang harus diambil Astra untuk bisa bertahan di tengah pandemi. Mengingat permintaan menurun, seiring melemahnya ekonomi nasional dan global.""Situasi pandemi tentunya membuat kami harus menjaga tingkat arus kas kam. Sehingga salah satunya mengelola biaya masuk, juga mengurangi belanja modal,"" kata Tira.Untuk diketahui, kinerja keuangan Astra sepanjang semester I-2020 turut terpengaruh pandemi. Namun demikian masih mampu membukukan laba bersih yakni sebesar Rp 11,4 triliun.Nilai itu naik 16 persen dibandingkan periode sama tahun lalu, lantaran ditopang hasil penjualan saham Bank Permata. Tanpa penjualan tersebut, laba bersih Astra hanya Rp 5,5 triliun atau turun 44 persen dari semester I-2019.Seiring dengan anjloknya laba tanpa penjualan saham Bank Permata, kinerja pendapatan perseroan juga turun 23 persen dibandingkan periode sama tahun lalu. Pendapatan Astra tercatat sebesar Rp 89,9 triliun.Kinerja keuangan Astra tersebut utamanya dipengaruhi anjloknya penjualan mobil sebanyak 45 persen dan sepeda motor sebanyak 40 persen di semester I-2020.Selain itu, turut dipengaruhi harga batu bara yang turun, sehingga menekan penjualan alat berat dan volume kontraktor penambangan. Namun, dari sektor agribisnis, masih mengalami kenaikan yang ditopang oleh pertumbuhan harga minyak kelapa sawit (CPO).","negatif"
"326","Astra Proyeksi Penjualan Otomotif Masih Akan Turun hingga Akhir Tahun","JAKARTA, KOMPAS.com - PT Astra International Tbk (ASII) meyakini tren penjualan produk otomotif masih akan menurun hingga akhir 2020. Sekalipun pemerintah telah melakukan pelonggaran PSBB untuk menggeliatkan kembali perekonomian.""Market mobil dan motor memang masih akan turun sampai akhir tahun ini, walaupun kita sudah melihat setelah pelonggaran PSBB secara tren penjualan meningkat,"" ungkap Head of Investor Relations Astra International Tira Ardianti dalam webinar, Selasa (25/8/2020).Ia mengatakan, penjualan otomotif sangat terpukul pada kuartal II-2020 saat pemerintah menerapkan PSBB sebagai penanganan pandemi Covid-19. Pada periode itu, penjualan mobil anjlok hingga 90 persen dan sepeda motor turun hingga 80 persen dari kuartal I-2020.Setelah pemerintah melonggarkan PSBB di akhir Juni 2020, memasuki kuartal III-2020, penjualan produk otomotif Astra diakuinya mulai meningkat. Tapi masih saja tetap berada dibawah level penjualan saat kondisi normal.Penjualan mobil yang mencapai 10.140 unit pada Juli 2020, naik 108,81 persen dibandingkan bulan sebelumnya yang hanya 4.856 unit.""Setelah pelonggaran PSBB secara tren penjualan meningkat. Namun, pada kuartal II yang ada PSBB bisa dibilang penjualan sangat-sangat kecil sekali dibandingkan kuartal I,"" ungkapnya.Meski sudah ada peningkatan penjualan, Tira meyakini hal itu tidak akan membuat penjualan otomotif Astra kembali dalam kondisi normal di akhir tahun 2020 nanti.Ini seiring dengan perkiraan Asosiasi Industri Sepeda motor Indonesia (AISI) bahwa total market motor pada tahun ini akan menjadi sekitar 3,6-3,9 juta unit, terkoreksi antara 40-45 persen.Begitu pula dengan proyeksi Gabungan Industri Kendaraan Bermotor Indonesia (Gaikindo) bahwa penjualan mobil di tahun 2020 diperkirakan hanya sebesar 600.000 atau 42 persen lebih rendah.Oleh sebab itu, Astra menargetkan penjualannya akan turut turun mengikuti tren pasar yakni sekitar 40-45 persen hingga akhir tahun.""Sehingga sampai dengan akhir tahun diprediksi marketnya masih turun sekitar 40 sampai 45 persen, untuk mobil di 600.000 unit dan sepeda motor 3,6-3,9 juta unit,"" pungkasnya.","negatif"
"327","Pendapatannya turun 9,41% kuartal 1 2020, ini penjelasan Astra International (ASII)","KONTAN.CO.ID - JAKARTA. PT Astra International Tbk (ASII) mencatat pendapatan sebesar Rp 54 triliun pada kuartal pertama tahun 2020, nilai tersebut turun sebesar 9,41% dari pendapatan pada periode yang sama tahun sebelumnya. Laba bersih ASII juga menurun 7,85% secara year on year menjadi Rp 4,81 triliun di kuartal I tahun ini. Presiden Direktur Astra International (ASII) Prijono Sugiarto mengatakan, menyusutnya kinerja kuartal pertama tahun ini lantaran turunnya harga batubara dan melemahnya kepercayaan konsumen. Selain itu, penurunan kinerja ini juga merupakan akibat dari pandemi Covid-19. “Diterapkannya tindakan-tindakan pembatasan untuk menanggulangi pandemi tersebut, kondisi yang dihadapi semakin sulit dan memberikan dampak yang semakin besar terhadap kinerja Grup Astra pada bulan April,” ujarnya dalam keterangan tertulis, Senin (27/4). Ia memprediksi, kondisi ini kemungkinan akan bertahan selama beberapa waktu. Meskipun demikian, sambungnya, Grup Astra memiliki posisi keuangan yang kuat sehingga memungkinkan untuk memitigasi risiko di tengah situasi yang semakin menantang ini. Apabila dirinci, laba bersih dari bisnis otomotif Grup Astra meningkat 1% menjadi Rp1,9 triliun, terutama disebabkan oleh peningkatan margin operasi dan keuntungan transaksi mata uang asing. Sehingga mampu mengimbangi penurunan penjualan mobil sebesar 3% menjadi 130.000 unit di kuartal pertama 2020. Menkes Budi teken beleid vaksinasi mandiri Ini poin lengkap tarif & distribusinya","negatif"
"328","Ini Penyebab Laba Astra Terkoreksi 8% di Q1-2020","Dampak pandemi Covid-19 dan menurunnya harga komoditas menjadi katalis negatif yang menekan kinerja PT Astra International Tbk (ASII) pada periode 3 bulan pertama tahun ini. 

Pada triwulan I-2020, secara konsolidasi, Grup Astra masih membukukan laba bersih Rp 4,81 triliun, turun 8% dari periode yang sama pada tahun sebelumnya Rp 5,21 triliun. Sedangkan, pendapatan bersih ASII tercatat turun 9% menjadi Rp 54 triliun dari sebelumnya Rp 59,60 triliun.

Presiden Direktur Astra Internasional, Prijono Sugiarto menjelaskan, penurunan kinerja perseroan secara konsolidasi terutama disebabkan turunnya harga batu bara dan melemahnya kepercayaan konsumen. Kondisi ini, kata Prijono diperkirakan akan bertahan selama beberapa waktu ke depan.  

""Selain itu karena dampak pandemi Covid-19 telah bertambah berat dan telah diterapkannya tindakan-tindakan pembatasan untuk menanggulangi pandemi tersebut, kondisi yang dihadapi semakin sulit dan memberikan dampak yang semakin besar terhadap kinerja Grup Astra pada bulan April,"" kata Prijono Sugiarto, dalam keterangan pers, Senin (27/4/2020).Penurunan laba bersih Astra juga berimbas terhadap turunnya laba bersih per saham sebesar 8% menjadi Rp 119 per saham pada akhir Maret 2020 dari tahun sebelumnya Rp 129 per saham.

Jika dirinci lebih lanjut, penurunan laba bersih Astra juga disebabkan kontribusi yang lebih rendah dari alat berat, pertambangan, konstruksi dan energi, yang mana penurunan tersebut lebih besar dari peningkatan kontribusi dari divisi agribisnis dan divisi infrastruktur dan logistik.

Sedangkan, laba bersih dari bisnis otomotif Grup Astra justru naik 1% menjadi Rp 1,9 triliun, terutama disebabkan oleh peningkatan margin operasi dan keuntungan translasi mata uang asing, yang sebagian diimbangi oleh penurunan penjualan mobil sebesar 3% menjadi 130.000 unit.

Akan tetapi, pangsa pasar meningkat dari 53% menjadi 55%. Penjualan sepeda motor Astra Honda Motor (AHM) turun 5% menjadi 1,2 juta unit dengan peningkatan pangsa pasar dari 76% menjadi 77%.

Di bisnis jasa keuangan, Astra mencatatkan peningkatan 1% menjadi Rp 1,4 triliun, disokong portofolio pembiayaan yang meningkat dari bisnis pembiayaan konsumen, yang sebagian diimbangi oleh peningkatan provisi kerugian pinjaman PT Bank Permata Tbk (BNLI).Adapun laba yang dikontribusi dari divisi alat berat, pertambangan, konstruksi dan energi Grup Astra turun 42% menjadi Rp 1,1 triliun karena penurunan penjualan alat berat dan volume kontraktor penambangan yang terimbas oleh harga batu bara yang menurun dan peningkatan kerugian dari bisnis kontraktor umum.

Sementara itu, dari agribisnis Grup Astra diuntungkan dengan kenaikan harga minyak kelapa sawit sehingga memberikan kontribusi laba sebesar Rp 296 miliar.

Sektor infrastruktur dan logistik Grup Astra tercatat meningkat secara material dari Rp16 miliar menjadi Rp 73 miliar, terutama karena peningkatan pendapatan dari bisnis jalan tol dan pelabuhan.

Di sektor lainnya, laba bersih dari divisi teknologi informasi Grup Astra tercatat mengalami penurunan sebesar 90% menjadi Rp 2 miliar yang disebabkan oleh penurunan pendapatan dan peningkatan biaya operasional pada bisnis solusi dokumen dan layanan jasa perkantoran PT Astra Graphia Tbk (Astra Graphia).

Terakhir, dari divisi properti, Grup Astra mencatatkan peningkatan laba bersih dari Rp 15 miliar menjadi Rp 40 miliar, terutama karena tingkat hunian yang lebih tinggi di Menara Astra dan laba yang diakui dari Asya Residences.","negatif"
"329","Dihantam Corona, Astra Ramal Penjualan Kendaraan Ambles 40%","Pandemi virus corona (Covid-19) di global dan Indonesia telah menyebabkan guncangan perekonomian domestik, termasuk berdampak terhadap lesunya penjualan di sektor otomotif.

Head of Investor Relations PT Astra International Tbk (ASII) Tira Ardianti memperkirakan, pada tahun ini penjualan kendaraan di bawah Grup Astra bisa turun 30% hingga 40% akibat pandemi virus corona.

Adanya kebijakan pemerintah yang mengharuskan setiap orang membatasi pertemuan secara fisik dan kebijakan bekerja dari rumah menjadikan pembelian kendaraan baru turun drastis.

""Penjualan kendaraan terkena dampak pandemi Covid-19. Kami perkirakan penjualan bisa turun antara 30-40% tahun ini, dengan asumsi mulai tengah tahun ini penyebarannya menurun dan bisa ditekan, sehingga kondisi mulai pelan pelan membaik,"" kata Tira, kepada CNBC Indonesia, Selasa (7/4/2020).Oleh sebab itu, Astra masih belum menyampaikan target proyeksi penjualan kendaraan mengingat situasi pandemi Corona di tanah air masih terus berkembang. Terlebih lagi, memasuki musim Ramadan dan Lebaran yang jatuh pada periode April dan Mei 2020, biasanya tren penjualan secara tahunan kendaraan bermotor akan turun.

""Sulit memprediksi penjualan ke depan, karena kita belum tahu seberapa dalam dampaknya. Kita baru lihat setelah penerapan social distancing pertengahan Maret lalu,"" kata Tira menjelaskan.

Sebagai informasi, sepanjang 2019, secara konsolidasi, Astra membukukan laba bersih Rp 21,71 triliun, naik 0,18% dari periode yang sama pada tahun sebelumnya Rp 21,67 triliun.

Sedangkan, pendapatan ASII mengalami penurunan 1% menjadi Rp 237,17 triliun dari sebelumnya Rp 239,21 triliun. Penurunan ini terutama disebabkan penurunan pendapatan dari divisi otomotif dan agribisnis.

""Kinerja Grup selama tahun 2019 terimbas pelemahan konsumsi domestik dan rendahnya harga-harga komoditas, tetapi diuntungkan oleh peningkatan kinerja dari bisnis jasa keuangan dan kontribusi dari tambang emas Grup yang baru diakuisisi,"" kata Prijono Sugiarto, Presiden Direktur Astra, dalam siaran persnya, Kamis (27/2/2020).

Selain Astra, dampak ini juga dirasakan pabrikan lain. Bahkan beberapa pabrik motor dan mobil kompak sudah memangkas produksi bahkan menghentikan sementara kegiatan produksi mulai April. Dampaknya akan berpengaruh pada penjualan yang turun sampai 30%.

Sekretaris Jenderal Asosiasi Industri Sepeda Motor Indonesia (AISI) Hari Budianto mengakui anggotanya ikut terpukul dari pandemi yang baru berlangsung sebulan ini, tapi sudah berdampak signifikan.

""[Produksi] secara umum masih berjalan, tapi menyesuaikan dengan permintaan pasar. Ada yang WFH [bekerja dari rumah]. Ada stop line sebagian. Tapi ini kan line banyak, ada yang line tertentu (berhenti). Intinya pengaturan kapasitas produksi, atau penyesuaian,"" katanya kepada CNBC Indonesia, Jumat (3/4).","negatif"
"330","Dampak Virus Corona Mulai Menghantam Kinerja ASII","Ipotnews - Akibat terganjal virus Corona kinerja PT Astra International Tbk (ASII
) mengalami penurunan cukup tajam.
Menurut Head of Investor Relations   ASII
, Tira Ardianti penjualan otomotif di tahun ini akan mengalami penurunan akibat merebaknya wabah virus corona alias Covid-19. Perkiraan ini berdasarkan realisasi penjualan kendaraan roda empat di lapangan.
""Kalau saya tanya di beberapa cabang penjualan kami, penjualan turun sekitar 30%,"" ujarnya seperti dikutip KONTAN, Kamis (2/4).
Penurunan tersebut terjadi sejak pembatasan sosial hingga minggu ketiga Maret 2020. Penurunan ini merupakan imbas dari banyak orang mengurangi aktivitas di luar rumah. Apalagi, aktivitas ekonomi secara keseluruhan juga menurun.
Gabungan Industri Kendaraan Bermotor Indonesia (Gaikindo) sebelumnya memperkirakan, penjualan mobil sepanjang tahun ini bisa menembus 1,1 juta unit. Tapi, menurut Tira, target ini sudah tidak relevan lagi di tengah kondisi sekarang.
Tira tidak menyampaikan target penjualan mobil Astra. Namun, sebelumnya disebutkan, ASII
bakal menjaga pangsa pasar minimal 51% tahun ini. Sepanjang dua bulan pertama tahun ini,  market share  Astra International meningkat.
Melihat kondisi saat ini, Analis Bahana Sekuritas Anthony Yunus merevisi perkiraan volume penjualan mobil. Ia menilai penjualan mobil nasional akan turun sekitar 8% dibanding perkiraan sebelumnya, yakni menjadi 948.000 unit.
Untuk menghadapi tekanan tersebut, ASII
bakal melakukan disiplin finansial. Perusahaan ini bakal menekan belanja operasional dan modal yang tidak perlu.
Menurut Anthony, tekanan yang sedang terjadi akan membuat pendapatan ASII
turun 15,6% dari perkiraan semula menjadi Rp 225,8 triliun hingga akhir tahun ini. Laba bersih diperkirakan turun sekitar 20% menjadi sekitar Rp 19,6 triliun pada akhir 2020
Oleh karenanya berbagai stimulus dari pemerintah untuk masyarakat hingga kalangan usaha diharapkan mampu menahan gejolak ekonomi. Dengan demikian, sentimen positif akan kembali menghampiri ASII
. Anthony masih mempertahankan rekomendasi  buy  saham ASII
dengan target harga Rp 6.000 per saham. (winardi)","negatif"
"331","PT Astra International Tbk (ASII) kembali mencatatkan penurunan penjualan mobil pada bulan Januari, namun masih optimistis kondisi tersebut dapat membaik","PT Astra International Tbk (ASII
) kembali mencatatkan penurunan penjualan mobil pada bulan Januari, namun masih optimistis kondisi tersebut dapat membaik. Berdasarkan data Gabungan Industri Kendaraan Bermotor Indonesia (Gaikindo) yang diolah ASII
, total penjualan mobil pada Januari mencapai 79.983 unit, dibandingkan dengan penjualan pada Januari 2019, angka tersebut turun 2,45 persen.
Adapun penurunan penjualan ASII
juga tercatat lebih dalam dibandingkan penjualan merek non-Astra pada Januari. Kumulasi penjualan non-Astra seperti Mitsubishi, Suzuki, dan Honda, mencapai 39.694 unit, turun hanya 0,23 persen. Hal tersebut membuat pangsa pasar ASII
menurun dari 51 persen pada Januari 2019 menjadi 50 persen.","negatif"
